n,instance,origin,destruction,fragments,method,baseline_cost,cost,improvement_pct
50,15,raw,longest,4,model_route,5.516885280609131,6.618368372321129,-19.965669679293764
50,15,raw,longest,4,model_learned,5.516885280609131,6.150142341852188,-11.478525092208153
50,15,raw,longest,8,original_order,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,longest,8,exact_fixed_orientation,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,longest,8,exact_reversible,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,longest,8,greedy_pair,5.516885280609131,6.352757066488266,-15.151154018320366
50,15,raw,longest,8,random_mean,5.516885280609131,8.473606742918491,-53.59403561828102
50,15,raw,longest,8,random_best,5.516885280609131,7.69322170317173,-39.44864378840782
50,15,raw,longest,8,model_route,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,longest,8,model_learned,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,longest,12,original_order,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,longest,12,exact_fixed_orientation,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,longest,12,exact_reversible,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,longest,12,greedy_pair,5.516885280609131,6.28751577436924,-13.968579271871718
50,15,raw,longest,12,random_mean,5.516885280609131,9.31234759092331,-68.79719474418931
50,15,raw,longest,12,random_best,5.516885280609131,8.225387811660767,-49.09477709408858
50,15,raw,longest,12,model_route,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,longest,12,model_learned,5.516885280609131,7.656285598874092,-38.779133685896504
50,15,two_opt,longest,4,original_order,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,longest,4,exact_fixed_orientation,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,longest,4,exact_reversible,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,longest,4,greedy_pair,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,longest,4,random_mean,5.511390209197998,6.6300235241651535,-20.29675404039185
50,15,two_opt,longest,4,random_best,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,longest,4,model_route,5.511390209197998,6.612873140722513,-19.985573325696347
50,15,two_opt,longest,4,model_learned,5.511390209197998,6.1446471102535725,-11.489966723799151
50,15,two_opt,longest,8,original_order,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,longest,8,exact_fixed_orientation,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,longest,8,exact_reversible,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,longest,8,greedy_pair,5.511390209197998,6.34726183488965,-15.166257404468663
50,15,two_opt,longest,8,random_mean,5.511390209197998,8.468111511319876,-53.64746805964464
50,15,two_opt,longest,8,random_best,5.511390209197998,7.687726471573114,-39.48797272134739
50,15,two_opt,longest,8,model_route,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,longest,8,model_learned,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,longest,12,original_order,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,longest,12,exact_fixed_orientation,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,longest,12,exact_reversible,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,longest,12,greedy_pair,5.511390209197998,6.282020542770624,-13.982503584785482
50,15,two_opt,longest,12,random_mean,5.511390209197998,9.306852359324694,-68.86578532930625
50,15,two_opt,longest,12,random_best,5.511390209197998,8.219892580062151,-49.1437235988828
50,15,two_opt,longest,12,model_route,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,longest,12,model_learned,5.511390209197998,7.6507903672754765,-38.81779509110094
50,16,raw,longest,4,original_order,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,4,exact_fixed_orientation,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,4,exact_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,4,greedy_pair,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,4,random_mean,5.732720375061035,6.810727911069989,-18.80446743397068
50,16,raw,longest,4,random_best,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,4,model_route,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,4,model_learned,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,8,original_order,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,8,exact_fixed_orientation,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,8,exact_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,8,greedy_pair,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,8,random_mean,5.732720375061035,8.761066837236285,-52.82564409297581
50,16,raw,longest,8,random_best,5.732720375061035,7.7209555469453335,-34.68222836288487
50,16,raw,longest,8,model_route,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,8,model_learned,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,12,original_order,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,12,exact_fixed_orientation,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,12,exact_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,12,greedy_pair,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,12,random_mean,5.732720375061035,9.731299985200167,-69.75012469706512
50,16,raw,longest,12,random_best,5.732720375061035,8.948636468499899,-56.09755723354333
50,16,raw,longest,12,model_route,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,longest,12,model_learned,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,4,original_order,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,4,exact_fixed_orientation,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,4,exact_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,4,greedy_pair,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,4,random_mean,5.732720375061035,6.810727911069989,-18.80446743397068
50,16,two_opt,longest,4,random_best,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,4,model_route,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,4,model_learned,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,8,original_order,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,8,exact_fixed_orientation,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,8,exact_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,8,greedy_pair,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,8,random_mean,5.732720375061035,8.761066837236285,-52.82564409297581
50,16,two_opt,longest,8,random_best,5.732720375061035,7.7209555469453335,-34.68222836288487
50,16,two_opt,longest,8,model_route,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,8,model_learned,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,12,original_order,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,12,exact_fixed_orientation,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,12,exact_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,12,greedy_pair,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,12,random_mean,5.732720375061035,9.731299985200167,-69.75012469706512
50,16,two_opt,longest,12,random_best,5.732720375061035,8.948636468499899,-56.09755723354333
50,16,two_opt,longest,12,model_route,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,longest,12,model_learned,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,17,raw,longest,4,original_order,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,longest,4,exact_fixed_orientation,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,longest,4,exact_reversible,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,longest,4,greedy_pair,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,longest,4,random_mean,5.838487148284912,6.290532478131354,-7.742507919696844
50,17,raw,longest,4,random_best,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,longest,4,model_route,5.838487148284912,6.417699844576418,-9.920595551223457
50,17,raw,longest,4,model_learned,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,longest,8,original_order,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,longest,8,exact_fixed_orientation,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,longest,8,exact_reversible,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,longest,8,greedy_pair,5.838487148284912,6.923609466291964,-18.58567622822999
50,17,raw,longest,8,random_mean,5.838487148284912,8.429021476767957,-44.369958564420735
50,17,raw,longest,8,random_best,5.838487148284912,7.70864197704941,-32.031496880383926
50,17,raw,longest,8,model_route,5.838487148284912,6.505333439446986,-11.421559630527977
50,17,raw,longest,8,model_learned,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,longest,12,original_order,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,longest,12,exact_fixed_orientation,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,longest,12,exact_reversible,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,longest,12,greedy_pair,5.838487148284912,6.923609466291964,-18.58567622822999
50,17,raw,longest,12,random_mean,5.838487148284912,10.543124970979989,-80.57974100494663
50,17,raw,longest,12,random_best,5.838487148284912,9.469385967589915,-62.18903505459628
50,17,raw,longest,12,model_route,5.838487148284912,6.903923899866641,-18.24850726775525
50,17,raw,longest,12,model_learned,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,longest,4,original_order,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,longest,4,exact_fixed_orientation,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,longest,4,exact_reversible,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,longest,4,greedy_pair,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,longest,4,random_mean,5.838487148284912,6.290532478131354,-7.742507919696844
50,17,two_opt,longest,4,random_best,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,longest,4,model_route,5.838487148284912,6.417699844576418,-9.920595551223457
50,17,two_opt,longest,4,model_learned,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,longest,8,original_order,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,longest,8,exact_fixed_orientation,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,longest,8,exact_reversible,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,longest,8,greedy_pair,5.838487148284912,6.923609466291964,-18.58567622822999
50,17,two_opt,longest,8,random_mean,5.838487148284912,8.429021476767957,-44.369958564420735
50,17,two_opt,longest,8,random_best,5.838487148284912,7.70864197704941,-32.031496880383926
50,17,two_opt,longest,8,model_route,5.838487148284912,6.505333439446986,-11.421559630527977
50,17,two_opt,longest,8,model_learned,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,longest,12,original_order,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,longest,12,exact_fixed_orientation,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,longest,12,exact_reversible,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,longest,12,greedy_pair,5.838487148284912,6.923609466291964,-18.58567622822999
50,17,two_opt,longest,12,random_mean,5.838487148284912,10.543124970979989,-80.57974100494663
50,17,two_opt,longest,12,random_best,5.838487148284912,9.469385967589915,-62.18903505459628
50,17,two_opt,longest,12,model_route,5.838487148284912,6.903923899866641,-18.24850726775525
50,17,two_opt,longest,12,model_learned,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,18,raw,longest,4,original_order,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,longest,4,exact_fixed_orientation,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,longest,4,exact_reversible,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,longest,4,greedy_pair,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,longest,4,random_mean,5.982608795166016,6.3768772799521685,-6.590243458752044
50,18,raw,longest,4,random_best,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,longest,4,model_route,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,longest,4,model_learned,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,longest,8,original_order,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,longest,8,exact_fixed_orientation,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,longest,8,exact_reversible,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,longest,8,greedy_pair,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,longest,8,random_mean,5.982608795166016,8.765302244573832,-46.513043802166194
50,18,raw,longest,8,random_best,5.982608795166016,8.023363837972283,-34.11145727019976
50,18,raw,longest,8,model_route,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,longest,8,model_learned,5.982608795166016,6.547875979915261,-9.448506564660972
50,18,raw,longest,12,original_order,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,longest,12,exact_fixed_orientation,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,longest,12,exact_reversible,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,longest,12,greedy_pair,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,longest,12,random_mean,5.982608795166016,10.618817223235965,-77.49476168015589
50,18,raw,longest,12,random_best,5.982608795166016,9.892868945375085,-65.36045200496118
50,18,raw,longest,12,model_route,5.982608795166016,6.983430156484246,-16.728845150745947
50,18,raw,longest,12,model_learned,5.982608795166016,6.725622350350022,-12.419557765240578
50,18,two_opt,longest,4,original_order,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,longest,4,exact_fixed_orientation,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,longest,4,exact_reversible,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,longest,4,greedy_pair,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,longest,4,random_mean,5.982198715209961,6.376466831192374,-6.590689055179195
50,18,two_opt,longest,4,random_best,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,longest,4,model_route,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,longest,4,model_learned,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,longest,8,original_order,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,longest,8,exact_fixed_orientation,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,longest,8,exact_reversible,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,longest,8,greedy_pair,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,longest,8,random_mean,5.982198715209961,8.764891795814037,-46.516226108119355
50,18,two_opt,longest,8,random_best,5.982198715209961,8.02295338921249,-34.113789446910786
50,18,two_opt,longest,8,model_route,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,longest,8,model_learned,5.982198715209961,6.547465531155467,-9.449148095135897
50,18,two_opt,longest,12,original_order,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,longest,12,exact_fixed_orientation,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,longest,12,exact_reversible,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,longest,12,greedy_pair,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,longest,12,random_mean,5.982198715209961,10.61840677447617,-77.50006778408212
50,18,two_opt,longest,12,random_best,5.982198715209961,9.89245849661529,-65.36492630148427
50,18,two_opt,longest,12,model_route,5.982198715209961,6.983019707724452,-16.729985748715883
50,18,two_opt,longest,12,model_learned,5.982198715209961,6.725211901590228,-12.420402961391583
50,19,raw,longest,4,original_order,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,longest,4,exact_fixed_orientation,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,longest,4,exact_reversible,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,longest,4,greedy_pair,5.8092498779296875,6.482195141259581,-11.584030252968201
50,19,raw,longest,4,random_mean,5.8092498779296875,6.906327525619417,-18.88501391303052
50,19,raw,longest,4,random_best,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,longest,4,model_route,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,longest,4,model_learned,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,longest,8,original_order,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,longest,8,exact_fixed_orientation,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,longest,8,exact_reversible,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,longest,8,greedy_pair,5.8092498779296875,6.482195141259581,-11.584030252968201
50,19,raw,longest,8,random_mean,5.8092498779296875,8.349829588551074,-43.73335222286571
50,19,raw,longest,8,random_best,5.8092498779296875,7.461444529239088,-28.440757172218824
50,19,raw,longest,8,model_route,5.8092498779296875,7.320754575077444,-26.0189306521349
50,19,raw,longest,8,model_learned,5.8092498779296875,6.668714108411223,-14.794754030925466
50,19,raw,longest,12,original_order,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,longest,12,exact_fixed_orientation,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,longest,12,exact_reversible,5.8092498779296875,5.80895775789395,0.005028532803306771
50,19,raw,longest,12,greedy_pair,5.8092498779296875,6.482195141259581,-11.584030252968201
50,19,raw,longest,12,random_mean,5.8092498779296875,10.555314247030765,-81.69840287180915
50,19,raw,longest,12,random_best,5.8092498779296875,9.710190969053656,-67.15051294220096
50,19,raw,longest,12,model_route,5.8092498779296875,6.1084952973760664,-5.151188634237656
50,19,raw,longest,12,model_learned,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,two_opt,longest,4,original_order,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,longest,4,exact_fixed_orientation,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,longest,4,exact_reversible,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,longest,4,greedy_pair,5.808957576751709,6.488055201712996,-11.690524779852653
50,19,two_opt,longest,4,random_mean,5.808957576751709,6.909167739097029,-18.939889778994438
50,19,two_opt,longest,4,random_best,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,longest,4,model_route,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,longest,4,model_learned,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,longest,8,original_order,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,longest,8,exact_fixed_orientation,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,longest,8,exact_reversible,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,longest,8,greedy_pair,5.808957576751709,6.488055201712996,-11.690524779852653
50,19,two_opt,longest,8,random_mean,5.808957576751709,8.349356629420072,-43.73244285403991
50,19,two_opt,longest,8,random_best,5.808957576751709,7.452714803162962,-28.29693976402596
50,19,two_opt,longest,8,model_route,5.808957576751709,7.3218165510334074,-26.043553499794516
50,19,two_opt,longest,8,model_learned,5.808957576751709,6.668421568814665,-14.79549438444267
50,19,two_opt,longest,12,original_order,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,longest,12,exact_fixed_orientation,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,longest,12,exact_reversible,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,longest,12,greedy_pair,5.808957576751709,6.488055201712996,-11.690524779852653
50,19,two_opt,longest,12,random_mean,5.808957576751709,10.55554396333173,-81.71150027978423
50,19,two_opt,longest,12,random_best,5.808957576751709,9.710455852095038,-67.1634837024407
50,19,two_opt,longest,12,model_route,5.808957576751709,6.108202757779509,-5.151443732786455
50,19,two_opt,longest,12,model_learned,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,20,raw,longest,4,original_order,5.6158576011657715,5.615857636556029,-6.301843876533065e-07
50,20,raw,longest,4,exact_fixed_orientation,5.6158576011657715,5.615857636556029,-6.301843876533065e-07
50,20,raw,longest,4,exact_reversible,5.6158576011657715,5.603796353563666,0.21477125060296043
50,20,raw,longest,4,greedy_pair,5.6158576011657715,5.697645029053092,-1.4563657716382021
50,20,raw,longest,4,random_mean,5.6158576011657715,5.953871661797166,-6.018921501165335
50,20,raw,longest,4,random_best,5.6158576011657715,5.703837206587195,-1.5666281389179206
50,20,raw,longest,4,model_route,5.6158576011657715,5.697645029053092,-1.4563657716382021
50,20,raw,longest,4,model_learned,5.6158576011657715,5.697645029053092,-1.4563657716382021
50,20,raw,longest,8,original_order,5.6158576011657715,5.615857636556029,-6.301843876533065e-07
50,20,raw,longest,8,exact_fixed_orientation,5.6158576011657715,5.615857636556029,-6.301843876533065e-07
50,20,raw,longest,8,exact_reversible,5.6158576011657715,5.603796353563666,0.21477125060296043
50,20,raw,longest,8,greedy_pair,5.6158576011657715,5.697645029053092,-1.4563657716382021
50,20,raw,longest,8,random_mean,5.6158576011657715,8.557697664946318,-52.38452027647322
50,20,raw,longest,8,random_best,5.6158576011657715,7.727448573336005,-37.60050774314323
50,20,raw,longest,8,model_route,5.6158576011657715,7.743414228782058,-37.88480368830285
50,20,raw,longest,8,model_learned,5.6158576011657715,6.680714359506965,-18.961605403244985
50,20,raw,longest,12,original_order,5.6158576011657715,5.615857636556029,-6.301843876533065e-07
50,20,raw,longest,12,exact_fixed_orientation,5.6158576011657715,5.615857636556029,-6.301843876533065e-07
50,20,raw,longest,12,exact_reversible,5.6158576011657715,5.603796353563666,0.21477125060296043
50,20,raw,longest,12,greedy_pair,5.6158576011657715,5.697645029053092,-1.4563657716382021
50,20,raw,longest,12,random_mean,5.6158576011657715,9.508045554161072,-69.30709838845162
50,20,raw,longest,12,random_best,5.6158576011657715,8.97096168063581,-59.743396605597106
50,20,raw,longest,12,model_route,5.6158576011657715,6.680714359506965,-18.961605403244985
50,20,raw,longest,12,model_learned,5.6158576011657715,6.680714359506965,-18.961605403244985
50,20,two_opt,longest,4,original_order,5.608240127563477,5.6082404386252165,-5.546512503855856e-06
50,20,two_opt,longest,4,exact_fixed_orientation,5.608240127563477,5.6082404386252165,-5.546512503855856e-06
50,20,two_opt,longest,4,exact_reversible,5.608240127563477,5.5961791556328535,0.21505805130107714
50,20,two_opt,longest,4,greedy_pair,5.608240127563477,5.690027831122279,-1.4583488170706345
50,20,two_opt,longest,4,random_mean,5.608240127563477,5.946254463866353,-6.02710170417985
50,20,two_opt,longest,4,random_best,5.608240127563477,5.696220008656383,-1.568760949812062
50,20,two_opt,longest,4,model_route,5.608240127563477,5.690027831122279,-1.4583488170706345
50,20,two_opt,longest,4,model_learned,5.608240127563477,5.690027831122279,-1.4583488170706345
50,20,two_opt,longest,8,original_order,5.608240127563477,5.6082404386252165,-5.546512503855856e-06
50,20,two_opt,longest,8,exact_fixed_orientation,5.608240127563477,5.6082404386252165,-5.546512503855856e-06
50,20,two_opt,longest,8,exact_reversible,5.608240127563477,5.5961791556328535,0.21505805130107714
50,20,two_opt,longest,8,greedy_pair,5.608240127563477,5.690027831122279,-1.4583488170706345
50,20,two_opt,longest,8,random_mean,5.608240127563477,8.550080467015505,-52.45567722739652
50,20,two_opt,longest,8,random_best,5.608240127563477,7.719831375405192,-37.65158409433345
50,20,two_opt,longest,8,model_route,5.608240127563477,7.735797030851245,-37.936266188589435
50,20,two_opt,longest,8,model_learned,5.608240127563477,6.673097161576152,-18.987365194637395
50,20,two_opt,longest,12,original_order,5.608240127563477,5.6082404386252165,-5.546512503855856e-06
50,20,two_opt,longest,12,exact_fixed_orientation,5.608240127563477,5.6082404386252165,-5.546512503855856e-06
50,20,two_opt,longest,12,exact_reversible,5.608240127563477,5.5961791556328535,0.21505805130107714
50,20,two_opt,longest,12,greedy_pair,5.608240127563477,5.690027831122279,-1.4583488170706345
50,20,two_opt,longest,12,random_mean,5.608240127563477,9.500428356230259,-69.40124067686381
50,20,two_opt,longest,12,random_best,5.608240127563477,8.963344482704997,-59.82454885716813
50,20,two_opt,longest,12,model_route,5.608240127563477,6.673097161576152,-18.987365194637395
50,20,two_opt,longest,12,model_learned,5.608240127563477,6.673097161576152,-18.987365194637395
50,21,raw,longest,4,original_order,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,longest,4,exact_fixed_orientation,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,longest,4,exact_reversible,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,longest,4,greedy_pair,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,longest,4,random_mean,5.497608661651611,5.906907211057842,-7.445028822463829
50,21,raw,longest,4,random_best,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,longest,4,model_route,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,longest,4,model_learned,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,longest,8,original_order,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,longest,8,exact_fixed_orientation,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,longest,8,exact_reversible,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,longest,8,greedy_pair,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,longest,8,random_mean,5.497608661651611,8.101464414037764,-47.36342494781891
50,21,raw,longest,8,random_best,5.497608661651611,7.36673918645829,-33.99897373279289
50,21,raw,longest,8,model_route,5.497608661651611,6.011462899856269,-9.346868244533871
50,21,raw,longest,8,model_learned,5.497608661651611,6.011462899856269,-9.346868244533871
50,21,raw,longest,12,original_order,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,longest,12,exact_fixed_orientation,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,longest,12,exact_reversible,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,longest,12,greedy_pair,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,longest,12,random_mean,5.497608661651611,9.34294965583831,-69.9457024107545
