host,dataset,arm,seed,selected_step,mean,nll,accuracy,decoder_seconds,training_seconds,parameters
results_decoder_icam,uniform100,random-aware,12031,6000,9.64120514690876,0.5363781456591351,0.8359375,1.490553529933095,126.47600128129125,123844
results_decoder_icam,cluster100,random-aware,12031,6000,4.7621530164033175,1.6411845604127901,0.6171875,0.7465289090760052,126.47600128129125,123844
results_decoder_icam,uniform200,random-aware,12031,6000,14.042273163795471,0.5898296845407222,0.8125,1.4899773299694061,126.47600128129125,123844
results_decoder_icam,cluster200,random-aware,12031,6000,6.517467100173235,1.504637835214453,0.5989583134651184,1.4913004781119525,126.47600128129125,123844
results_decoder_icam,uniform100,random-aware,12037,8000,9.651747958734632,0.5187004168267957,0.84375,1.4969666469842196,126.96703504398465,123844
results_decoder_icam,cluster100,random-aware,12037,8000,4.716780813410878,1.5257111147145679,0.6432291865348816,0.7536431821063161,126.96703504398465,123844
results_decoder_icam,uniform200,random-aware,12037,8000,13.654725193977356,0.5758174789849484,0.8333333134651184,1.496606145054102,126.96703504398465,123844
results_decoder_icam,cluster200,random-aware,12037,8000,6.367452494800091,1.3243519334973826,0.6614583134651184,1.5299684079363942,126.96703504398465,123844
results_decoder_icam,uniform100,random-aware,12041,7000,9.689164431765676,0.5620951093527095,0.8372395634651184,1.5139507479034364,123.16602272586897,123844
results_decoder_icam,cluster100,random-aware,12041,7000,4.714194083586335,1.6115668717389628,0.6145833134651184,0.7419337909668684,123.16602272586897,123844
results_decoder_icam,uniform200,random-aware,12041,7000,13.846763201057911,0.5989082458448216,0.8203125,1.7203724952414632,123.16602272586897,123844
results_decoder_icam,cluster200,random-aware,12041,7000,6.42022367939353,1.4094448519608704,0.6197916865348816,1.95333414664492,123.16602272586897,123844
results_decoder_icam,uniform100,random-blind,12031,1000,9.1438397616148,1.055560303045799,0.8528645634651184,1.7199010848999023,127.73473891755566,123844
results_decoder_icam,cluster100,random-blind,12031,1000,5.05543508566916,2.7800583727226673,0.5494791865348816,1.0190709182061255,127.73473891755566,123844
results_decoder_icam,uniform200,random-blind,12031,1000,13.00385656952858,1.3874483710473875,0.8125,1.8902158848941326,127.73473891755566,123844
results_decoder_icam,cluster200,random-blind,12031,1000,7.025861643254757,2.236739633010681,0.5989583134651184,1.6864700252190232,127.73473891755566,123844
results_decoder_icam,uniform100,random-blind,12037,1000,9.05741485580802,0.9858858419697988,0.84375,1.5437687886878848,124.43280640756711,123844
results_decoder_icam,cluster100,random-blind,12037,1000,5.093504514545202,2.9028873082830358,0.5442708134651184,0.7667898521758616,124.43280640756711,123844
results_decoder_icam,uniform200,random-blind,12037,1000,13.002801962196827,1.4955487899648885,0.8177083134651184,1.530025724787265,124.43280640756711,123844
results_decoder_icam,cluster200,random-blind,12037,1000,7.012740541249514,2.28849838111743,0.5416666865348816,1.527807249687612,124.43280640756711,123844
results_decoder_icam,uniform100,random-blind,12041,1000,8.946702690795064,1.5069630035780215,0.86328125,1.5303427590988576,123.53600599477068,123844
results_decoder_icam,cluster100,random-blind,12041,1000,5.280325118452311,3.287323956440827,0.5182291865348816,0.7711640461347997,123.53600599477068,123844
results_decoder_icam,uniform200,random-blind,12041,1000,12.811642274260521,2.1042022809156062,0.8307291865348816,1.5538449068553746,123.53600599477068,123844
results_decoder_icam,cluster200,random-blind,12041,1000,7.401673063635826,2.3690128297014943,0.5572916865348816,1.5196931893005967,123.53600599477068,123844
