n,instance,origin,fragments,cut_samples,method,baseline_cost,cost,improvement_pct
50,12,raw,4,64,single_random_fixed_mean,5.4853081703186035,5.485308165661991,8.489245687734847e-08
50,12,raw,4,64,best_random_fixed,5.4853081703186035,5.485308165661991,8.489245687734847e-08
50,12,raw,4,64,best_random_reversible,5.4853081703186035,5.485308165661991,8.489245687734847e-08
50,12,raw,4,64,longest_fixed,5.4853081703186035,5.485308165661991,8.489245687734847e-08
50,12,raw,4,64,longest_reversible,5.4853081703186035,5.485308165661991,8.489245687734847e-08
50,12,raw,4,64,best_combined_reversible,5.4853081703186035,5.485308165661991,8.489245687734847e-08
50,12,raw,8,64,single_random_fixed_mean,5.4853081703186035,5.485308165661991,8.489245687734847e-08
50,12,raw,8,64,best_random_fixed,5.4853081703186035,5.485308165661991,8.489245687734847e-08
50,12,raw,8,64,best_random_reversible,5.4853081703186035,5.485308165661991,8.489245687734847e-08
50,12,raw,8,64,longest_fixed,5.4853081703186035,5.485308165661991,8.489245687734847e-08
50,12,raw,8,64,longest_reversible,5.4853081703186035,5.485308165661991,8.489245687734847e-08
50,12,raw,8,64,best_combined_reversible,5.4853081703186035,5.485308165661991,8.489245687734847e-08
50,12,two_opt,4,64,single_random_fixed_mean,5.484707832336426,5.4847082598134875,-7.793980551310498e-06
50,12,two_opt,4,64,best_random_fixed,5.484707832336426,5.4847082598134875,-7.793980551310498e-06
50,12,two_opt,4,64,best_random_reversible,5.484707832336426,5.4847082598134875,-7.793980551310498e-06
50,12,two_opt,4,64,longest_fixed,5.484707832336426,5.4847082598134875,-7.793980551310498e-06
50,12,two_opt,4,64,longest_reversible,5.484707832336426,5.4847082598134875,-7.793980551310498e-06
50,12,two_opt,4,64,best_combined_reversible,5.484707832336426,5.4847082598134875,-7.793980551310498e-06
50,12,two_opt,8,64,single_random_fixed_mean,5.484707832336426,5.4847082598134875,-7.793980551310498e-06
50,12,two_opt,8,64,best_random_fixed,5.484707832336426,5.4847082598134875,-7.793980551310498e-06
50,12,two_opt,8,64,best_random_reversible,5.484707832336426,5.4847082598134875,-7.793980551310498e-06
50,12,two_opt,8,64,longest_fixed,5.484707832336426,5.4847082598134875,-7.793980551310498e-06
50,12,two_opt,8,64,longest_reversible,5.484707832336426,5.4847082598134875,-7.793980551310498e-06
50,12,two_opt,8,64,best_combined_reversible,5.484707832336426,5.4847082598134875,-7.793980551310498e-06
50,13,raw,4,64,single_random_fixed_mean,5.807859897613525,5.807859668508172,3.944746557153489e-06
50,13,raw,4,64,best_random_fixed,5.807859897613525,5.807859668508172,3.944746557153489e-06
50,13,raw,4,64,best_random_reversible,5.807859897613525,5.807859668508172,3.944746557153489e-06
50,13,raw,4,64,longest_fixed,5.807859897613525,5.807859668508172,3.944746557153489e-06
50,13,raw,4,64,longest_reversible,5.807859897613525,5.807859668508172,3.944746557153489e-06
50,13,raw,4,64,best_combined_reversible,5.807859897613525,5.807859668508172,3.944746557153489e-06
50,13,raw,8,64,single_random_fixed_mean,5.807859897613525,5.807859668508172,3.944746557153489e-06
50,13,raw,8,64,best_random_fixed,5.807859897613525,5.807859668508172,3.944746557153489e-06
50,13,raw,8,64,best_random_reversible,5.807859897613525,5.807859668508172,3.944746557153489e-06
50,13,raw,8,64,longest_fixed,5.807859897613525,5.807859668508172,3.944746557153489e-06
50,13,raw,8,64,longest_reversible,5.807859897613525,5.807859668508172,3.944746557153489e-06
50,13,raw,8,64,best_combined_reversible,5.807859897613525,5.807859668508172,3.944746557153489e-06
50,13,two_opt,4,64,single_random_fixed_mean,5.807621479034424,5.807621339336038,2.405432011997243e-06
50,13,two_opt,4,64,best_random_fixed,5.807621479034424,5.807621339336038,2.405432011997243e-06
50,13,two_opt,4,64,best_random_reversible,5.807621479034424,5.807621339336038,2.405432011997243e-06
50,13,two_opt,4,64,longest_fixed,5.807621479034424,5.807621339336038,2.405432011997243e-06
50,13,two_opt,4,64,longest_reversible,5.807621479034424,5.807621339336038,2.405432011997243e-06
50,13,two_opt,4,64,best_combined_reversible,5.807621479034424,5.807621339336038,2.405432011997243e-06
50,13,two_opt,8,64,single_random_fixed_mean,5.807621479034424,5.807621339336038,2.405432011997243e-06
50,13,two_opt,8,64,best_random_fixed,5.807621479034424,5.807621339336038,2.405432011997243e-06
50,13,two_opt,8,64,best_random_reversible,5.807621479034424,5.807621339336038,2.405432011997243e-06
50,13,two_opt,8,64,longest_fixed,5.807621479034424,5.807621339336038,2.405432011997243e-06
50,13,two_opt,8,64,longest_reversible,5.807621479034424,5.807621339336038,2.405432011997243e-06
50,13,two_opt,8,64,best_combined_reversible,5.807621479034424,5.807621339336038,2.405432011997243e-06
50,14,raw,4,64,single_random_fixed_mean,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,raw,4,64,best_random_fixed,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,raw,4,64,best_random_reversible,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,raw,4,64,longest_fixed,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,raw,4,64,longest_reversible,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,raw,4,64,best_combined_reversible,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,raw,8,64,single_random_fixed_mean,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,raw,8,64,best_random_fixed,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,raw,8,64,best_random_reversible,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,raw,8,64,longest_fixed,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,raw,8,64,longest_reversible,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,raw,8,64,best_combined_reversible,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,two_opt,4,64,single_random_fixed_mean,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,two_opt,4,64,best_random_fixed,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,two_opt,4,64,best_random_reversible,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,two_opt,4,64,longest_fixed,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,two_opt,4,64,longest_reversible,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,two_opt,4,64,best_combined_reversible,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,two_opt,8,64,single_random_fixed_mean,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,two_opt,8,64,best_random_fixed,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,two_opt,8,64,best_random_reversible,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,two_opt,8,64,longest_fixed,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,two_opt,8,64,longest_reversible,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,14,two_opt,8,64,best_combined_reversible,5.636694431304932,5.636694550514221,-2.1148794032317895e-06
50,15,raw,4,64,single_random_fixed_mean,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,4,64,best_random_fixed,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,4,64,best_random_reversible,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,4,64,longest_fixed,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,4,64,longest_reversible,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,4,64,best_combined_reversible,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,8,64,single_random_fixed_mean,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,8,64,best_random_fixed,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,8,64,best_random_reversible,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,8,64,longest_fixed,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,8,64,longest_reversible,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,raw,8,64,best_combined_reversible,5.516885280609131,5.516885459423065,-3.241211756834441e-06
50,15,two_opt,4,64,single_random_fixed_mean,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,4,64,best_random_fixed,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,4,64,best_random_reversible,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,4,64,longest_fixed,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,4,64,longest_reversible,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,4,64,best_combined_reversible,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,8,64,single_random_fixed_mean,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,8,64,best_random_fixed,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,8,64,best_random_reversible,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,8,64,longest_fixed,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,8,64,longest_reversible,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,15,two_opt,8,64,best_combined_reversible,5.511390209197998,5.5113902278244495,-3.379628512099135e-07
50,16,raw,4,64,single_random_fixed_mean,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,4,64,best_random_fixed,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,4,64,best_random_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,4,64,longest_fixed,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,4,64,longest_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,4,64,best_combined_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,8,64,single_random_fixed_mean,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,8,64,best_random_fixed,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,8,64,best_random_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,8,64,longest_fixed,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,8,64,longest_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,raw,8,64,best_combined_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,4,64,single_random_fixed_mean,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,4,64,best_random_fixed,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,4,64,best_random_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,4,64,longest_fixed,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,4,64,longest_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,4,64,best_combined_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,8,64,single_random_fixed_mean,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,8,64,best_random_fixed,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,8,64,best_random_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,8,64,longest_fixed,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,8,64,longest_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,16,two_opt,8,64,best_combined_reversible,5.732720375061035,5.732720237225294,2.4043688166392263e-06
50,17,raw,4,64,single_random_fixed_mean,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,4,64,best_random_fixed,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,4,64,best_random_reversible,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,4,64,longest_fixed,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,4,64,longest_reversible,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,4,64,best_combined_reversible,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,8,64,single_random_fixed_mean,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,8,64,best_random_fixed,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,8,64,best_random_reversible,5.838487148284912,5.83322645816952,0.09010365154160808
50,17,raw,8,64,longest_fixed,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,8,64,longest_reversible,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,raw,8,64,best_combined_reversible,5.838487148284912,5.83322645816952,0.09010365154160808
50,17,two_opt,4,64,single_random_fixed_mean,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,4,64,best_random_fixed,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,4,64,best_random_reversible,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,4,64,longest_fixed,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,4,64,longest_reversible,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,4,64,best_combined_reversible,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,8,64,single_random_fixed_mean,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,8,64,best_random_fixed,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,8,64,best_random_reversible,5.838487148284912,5.83322645816952,0.09010365154160808
50,17,two_opt,8,64,longest_fixed,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,8,64,longest_reversible,5.838487148284912,5.838486493565142,1.1213859914841278e-05
50,17,two_opt,8,64,best_combined_reversible,5.838487148284912,5.83322645816952,0.09010365154160808
50,18,raw,4,64,single_random_fixed_mean,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,4,64,best_random_fixed,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,4,64,best_random_reversible,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,4,64,longest_fixed,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,4,64,longest_reversible,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,4,64,best_combined_reversible,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,8,64,single_random_fixed_mean,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,8,64,best_random_fixed,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,8,64,best_random_reversible,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,8,64,longest_fixed,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,8,64,longest_reversible,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,raw,8,64,best_combined_reversible,5.982608795166016,5.982609549537301,-1.2609403543953505e-05
50,18,two_opt,4,64,single_random_fixed_mean,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,4,64,best_random_fixed,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,4,64,best_random_reversible,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,4,64,longest_fixed,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,4,64,longest_reversible,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,4,64,best_combined_reversible,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,8,64,single_random_fixed_mean,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,8,64,best_random_fixed,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,8,64,best_random_reversible,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,8,64,longest_fixed,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,8,64,longest_reversible,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,18,two_opt,8,64,best_combined_reversible,5.982198715209961,5.982199100777507,-6.445248047519525e-06
50,19,raw,4,64,single_random_fixed_mean,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,4,64,best_random_fixed,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,4,64,best_random_reversible,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,4,64,longest_fixed,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,4,64,longest_reversible,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,4,64,best_combined_reversible,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,8,64,single_random_fixed_mean,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,8,64,best_random_fixed,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,8,64,best_random_reversible,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,8,64,longest_fixed,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,8,64,longest_reversible,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,raw,8,64,best_combined_reversible,5.8092498779296875,5.809250297490507,-7.2222890851752625e-06
50,19,two_opt,4,64,single_random_fixed_mean,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,4,64,best_random_fixed,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,4,64,best_random_reversible,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,4,64,longest_fixed,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,4,64,longest_reversible,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,4,64,best_combined_reversible,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,8,64,single_random_fixed_mean,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,8,64,best_random_fixed,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,8,64,best_random_reversible,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,8,64,longest_fixed,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,8,64,longest_reversible,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,19,two_opt,8,64,best_combined_reversible,5.808957576751709,5.80895775789395,-3.118326108761202e-06
50,20,raw,4,64,single_random_fixed_mean,5.6158576011657715,5.615857636556029,-6.301843876533065e-07
50,20,raw,4,64,best_random_fixed,5.6158576011657715,5.615857636556029,-6.301843876533065e-07
50,20,raw,4,64,best_random_reversible,5.6158576011657715,5.615857636556029,-6.301843876533065e-07
50,20,raw,4,64,longest_fixed,5.6158576011657715,5.615857636556029,-6.301843876533065e-07
50,20,raw,4,64,longest_reversible,5.6158576011657715,5.603796353563666,0.21477125060296043
50,20,raw,4,64,best_combined_reversible,5.6158576011657715,5.603796353563666,0.21477125060296043
50,20,raw,8,64,single_random_fixed_mean,5.6158576011657715,5.615857636556029,-6.301843876533065e-07
50,20,raw,8,64,best_random_fixed,5.6158576011657715,5.615857636556029,-6.301843876533065e-07
50,20,raw,8,64,best_random_reversible,5.6158576011657715,5.615857636556029,-6.301843876533065e-07
50,20,raw,8,64,longest_fixed,5.6158576011657715,5.615857636556029,-6.301843876533065e-07
50,20,raw,8,64,longest_reversible,5.6158576011657715,5.603796353563666,0.21477125060296043
50,20,raw,8,64,best_combined_reversible,5.6158576011657715,5.603796353563666,0.21477125060296043
50,20,two_opt,4,64,single_random_fixed_mean,5.608240127563477,5.6082404386252165,-5.546512503855856e-06
50,20,two_opt,4,64,best_random_fixed,5.608240127563477,5.6082404386252165,-5.546512503855856e-06
50,20,two_opt,4,64,best_random_reversible,5.608240127563477,5.6082404386252165,-5.546512503855856e-06
50,20,two_opt,4,64,longest_fixed,5.608240127563477,5.6082404386252165,-5.546512503855856e-06
50,20,two_opt,4,64,longest_reversible,5.608240127563477,5.5961791556328535,0.21505805130107714
50,20,two_opt,4,64,best_combined_reversible,5.608240127563477,5.5961791556328535,0.21505805130107714
50,20,two_opt,8,64,single_random_fixed_mean,5.608240127563477,5.6082404386252165,-5.546512503855856e-06
50,20,two_opt,8,64,best_random_fixed,5.608240127563477,5.6082404386252165,-5.546512503855856e-06
50,20,two_opt,8,64,best_random_reversible,5.608240127563477,5.6082404386252165,-5.546512503855856e-06
50,20,two_opt,8,64,longest_fixed,5.608240127563477,5.6082404386252165,-5.546512503855856e-06
50,20,two_opt,8,64,longest_reversible,5.608240127563477,5.5961791556328535,0.21505805130107714
50,20,two_opt,8,64,best_combined_reversible,5.608240127563477,5.5961791556328535,0.21505805130107714
50,21,raw,4,64,single_random_fixed_mean,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,4,64,best_random_fixed,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,4,64,best_random_reversible,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,4,64,longest_fixed,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,4,64,longest_reversible,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,4,64,best_combined_reversible,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,8,64,single_random_fixed_mean,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,8,64,best_random_fixed,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,8,64,best_random_reversible,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,8,64,longest_fixed,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,8,64,longest_reversible,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,raw,8,64,best_combined_reversible,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,two_opt,4,64,single_random_fixed_mean,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,two_opt,4,64,best_random_fixed,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,two_opt,4,64,best_random_reversible,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,two_opt,4,64,longest_fixed,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,two_opt,4,64,longest_reversible,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,two_opt,4,64,best_combined_reversible,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,two_opt,8,64,single_random_fixed_mean,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,two_opt,8,64,best_random_fixed,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,two_opt,8,64,best_random_reversible,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,two_opt,8,64,longest_fixed,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,two_opt,8,64,longest_reversible,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,21,two_opt,8,64,best_combined_reversible,5.497608661651611,5.497608724050224,-1.1350137185008554e-06
50,22,raw,4,64,single_random_fixed_mean,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,raw,4,64,best_random_fixed,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,raw,4,64,best_random_reversible,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,raw,4,64,longest_fixed,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,raw,4,64,longest_reversible,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,raw,4,64,best_combined_reversible,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,raw,8,64,single_random_fixed_mean,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,raw,8,64,best_random_fixed,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,raw,8,64,best_random_reversible,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,raw,8,64,longest_fixed,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,raw,8,64,longest_reversible,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,raw,8,64,best_combined_reversible,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,two_opt,4,64,single_random_fixed_mean,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,two_opt,4,64,best_random_fixed,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,two_opt,4,64,best_random_reversible,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,two_opt,4,64,longest_fixed,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,two_opt,4,64,longest_reversible,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,two_opt,4,64,best_combined_reversible,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,two_opt,8,64,single_random_fixed_mean,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,two_opt,8,64,best_random_fixed,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,two_opt,8,64,best_random_reversible,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,two_opt,8,64,longest_fixed,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,two_opt,8,64,longest_reversible,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,22,two_opt,8,64,best_combined_reversible,6.134776592254639,6.134776680730283,-1.4421983141191144e-06
50,23,raw,4,64,single_random_fixed_mean,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,raw,4,64,best_random_fixed,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,raw,4,64,best_random_reversible,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,raw,4,64,longest_fixed,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,raw,4,64,longest_reversible,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,raw,4,64,best_combined_reversible,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,raw,8,64,single_random_fixed_mean,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,raw,8,64,best_random_fixed,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,raw,8,64,best_random_reversible,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,raw,8,64,longest_fixed,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,raw,8,64,longest_reversible,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,raw,8,64,best_combined_reversible,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,two_opt,4,64,single_random_fixed_mean,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,two_opt,4,64,best_random_fixed,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,two_opt,4,64,best_random_reversible,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,two_opt,4,64,longest_fixed,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,two_opt,4,64,longest_reversible,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,two_opt,4,64,best_combined_reversible,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,two_opt,8,64,single_random_fixed_mean,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,two_opt,8,64,best_random_fixed,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,two_opt,8,64,best_random_reversible,5.543600559234619,5.543600630946457,-1.293596778467978e-06
50,23,two_opt,8,64,longest_fixed,5.543600559234619,5.543600630946457,-1.293596778467978e-06
