objective,n,instance,origin,remaining,oracle_completion,source_spread_pct,source_count,policy,regret,regret_pct,oracle_hit
reinforce,20,2,learned,4,0.8022159412503242,28.926233761491112,4,min_entropy,0.0,0.0,1
reinforce,20,2,learned,4,0.8022159412503242,28.926233761491112,4,max_margin,0.0,0.0,1
reinforce,20,2,learned,4,0.8022159412503242,28.926233761491112,4,shortest_edge,0.0,0.0,1
reinforce,20,2,learned,4,0.8022159412503242,28.926233761491112,4,random_expected,0.058012714609503746,7.231558440372778,0.75
reinforce,20,2,learned,6,1.0643066726624966,23.40570764308745,6,learned,0.24910850822925568,23.40570764308745,0
reinforce,20,2,learned,6,1.0643066726624966,23.40570764308745,6,route,0.0,0.0,1
reinforce,20,2,learned,6,1.0643066726624966,23.40570764308745,6,fixed,0.0,0.0,1
reinforce,20,2,learned,6,1.0643066726624966,23.40570764308745,6,shortest_component,0.0,0.0,1
reinforce,20,2,learned,6,1.0643066726624966,23.40570764308745,6,min_entropy,0.24910850822925568,23.40570764308745,0
reinforce,20,2,learned,6,1.0643066726624966,23.40570764308745,6,max_margin,0.24910850822925568,23.40570764308745,0
reinforce,20,2,learned,6,1.0643066726624966,23.40570764308745,6,shortest_edge,0.09240329265594482,8.68201760163604,0
reinforce,20,2,learned,6,1.0643066726624966,23.40570764308745,6,random_expected,0.0967247306058805,9.088050755513114,0.5
reinforce,20,2,learned,8,1.4616550616919994,44.465383545694024,8,learned,0.0,0.0,1
reinforce,20,2,learned,8,1.4616550616919994,44.465383545694024,8,route,0.0,0.0,1
reinforce,20,2,learned,8,1.4616550616919994,44.465383545694024,8,fixed,0.6499305292963982,44.465383545694024,0
reinforce,20,2,learned,8,1.4616550616919994,44.465383545694024,8,shortest_component,0.0,0.0,1
reinforce,20,2,learned,8,1.4616550616919994,44.465383545694024,8,min_entropy,0.0,0.0,1
reinforce,20,2,learned,8,1.4616550616919994,44.465383545694024,8,max_margin,0.0,0.0,1
reinforce,20,2,learned,8,1.4616550616919994,44.465383545694024,8,shortest_edge,0.0,0.0,1
reinforce,20,2,learned,8,1.4616550616919994,44.465383545694024,8,random_expected,0.12017424497753382,8.221792413760134,0.625
reinforce,20,2,learned,10,1.8753213472664356,26.395707090518204,10,learned,0.11812929064035416,6.299149253142426,0
reinforce,20,2,learned,10,1.8753213472664356,26.395707090518204,10,route,0.004229046404361725,0.2255104924031393,0
reinforce,20,2,learned,10,1.8753213472664356,26.395707090518204,10,fixed,0.4950043298304081,26.395707090518204,0
reinforce,20,2,learned,10,1.8753213472664356,26.395707090518204,10,shortest_component,0.0,0.0,1
reinforce,20,2,learned,10,1.8753213472664356,26.395707090518204,10,min_entropy,0.0,0.0,1
reinforce,20,2,learned,10,1.8753213472664356,26.395707090518204,10,max_margin,0.0,0.0,1
reinforce,20,2,learned,10,1.8753213472664356,26.395707090518204,10,shortest_edge,0.08240054547786713,4.393942702032288,0
reinforce,20,2,learned,10,1.8753213472664356,26.395707090518204,10,random_expected,0.07039922587573533,3.7539820030499222,0.5
reinforce,20,2,route,4,1.0348358154296875,0.0,4,learned,0.0,0.0,1
reinforce,20,2,route,4,1.0348358154296875,0.0,4,route,0.0,0.0,1
reinforce,20,2,route,4,1.0348358154296875,0.0,4,fixed,0.0,0.0,1
reinforce,20,2,route,4,1.0348358154296875,0.0,4,shortest_component,0.0,0.0,1
reinforce,20,2,route,4,1.0348358154296875,0.0,4,min_entropy,0.0,0.0,1
reinforce,20,2,route,4,1.0348358154296875,0.0,4,max_margin,0.0,0.0,1
reinforce,20,2,route,4,1.0348358154296875,0.0,4,shortest_edge,0.0,0.0,1
reinforce,20,2,route,4,1.0348358154296875,0.0,4,random_expected,0.0,0.0,1.0
reinforce,20,2,route,6,1.6348296143114567,1.134372731416382,6,learned,0.0,0.0,1
reinforce,20,2,route,6,1.6348296143114567,1.134372731416382,6,route,0.018545061349868774,1.134372731416382,0
reinforce,20,2,route,6,1.6348296143114567,1.134372731416382,6,fixed,0.018545061349868774,1.134372731416382,0
