host,dataset,arm,seed,selected_step,mean,nll,accuracy,decoder_seconds,training_seconds,parameters
results,cluster100,route-aware,12041,10000,3.9241855051368475,2.0612536232537875,0.7369791865348816,1.0253995102830231,100.28559285961092,58306
results,uniform200,route-aware,12041,10000,10.86610110104084,0.3699719008455709,0.9583333134651184,2.2291203029453754,100.28559285961092,58306
results,cluster200,route-aware,12041,10000,5.170025464147329,1.5832779213290509,0.7239583134651184,2.0433003422804177,100.28559285961092,58306
results,uniform100,route-blind,12031,12000,7.854098314419389,0.6154307877032381,0.9479166865348816,2.4590105726383626,119.05271957162768,58306
results,cluster100,route-blind,12031,12000,3.921698682010174,2.1666758274650944,0.7317708134651184,1.0445750011131167,119.05271957162768,58306
results,uniform200,route-blind,12031,12000,10.868623122572899,0.4261264793060999,0.9609375,2.003879109863192,119.05271957162768,58306
results,cluster200,route-blind,12031,12000,5.154157605022192,1.590193307442686,0.7057291865348816,2.64794698683545,119.05271957162768,58306
results,uniform100,route-blind,12037,11000,7.86363934725523,0.6745084401734274,0.9440104365348816,2.3658551587723196,119.65072677796707,58306
results,cluster100,route-blind,12037,11000,3.9536929707974195,2.1591922410120614,0.7161458134651184,1.0470432261936367,119.65072677796707,58306
results,uniform200,route-blind,12037,11000,10.887771904468536,0.3943958228587132,0.9557291865348816,2.0525954458862543,119.65072677796707,58306
results,cluster200,route-blind,12037,11000,5.1784447599202394,1.7060323776088027,0.7135416865348816,2.08278617169708,119.65072677796707,58306
results,uniform100,route-blind,12041,10000,7.861873667687178,0.6095384527210066,0.9544270634651184,1.9620682368986309,97.5190621423535,58306
results,cluster100,route-blind,12041,10000,3.9399367440491915,2.223890546187923,0.7265625,0.9524084562435746,97.5190621423535,58306
results,uniform200,route-blind,12041,10000,10.856120772659779,0.36951585917166385,0.9609375,1.9996907729655504,97.5190621423535,58306
results,cluster200,route-blind,12041,10000,5.1700181774795055,1.7026774693176812,0.7109375,3.2307862830348313,97.5190621423535,58306
