n,instance,origin,fragments,method,baseline_cost,cost,improvement_pct
50,24,raw,12,model_learned,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,4,original_order,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,4,exact_fixed_orientation,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,4,exact_reversible,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,4,greedy_pair,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,4,random_mean,5.810262203216553,7.353141017258167,-26.55437500200041
50,24,two_opt,4,random_best,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,4,model_route,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,4,model_learned,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,8,original_order,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,8,exact_fixed_orientation,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,8,exact_reversible,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,8,greedy_pair,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,8,random_mean,5.810262203216553,8.63888101466,-48.68315254133503
50,24,two_opt,8,random_best,5.810262203216553,8.139689406380057,-40.09160209454811
50,24,two_opt,8,model_route,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,8,model_learned,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,12,original_order,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,12,exact_fixed_orientation,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,12,exact_reversible,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,12,greedy_pair,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,24,two_opt,12,random_mean,5.810262203216553,10.828111029230058,-86.36183102434916
50,24,two_opt,12,random_best,5.810262203216553,9.101606572046876,-56.64708843962738
50,24,two_opt,12,model_route,5.810262203216553,6.616129627451301,-13.869725600139368
50,24,two_opt,12,model_learned,5.810262203216553,5.810261653736234,9.457065788165994e-06
50,25,raw,4,original_order,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,4,exact_fixed_orientation,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,4,exact_reversible,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,4,greedy_pair,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,4,random_mean,5.653147220611572,7.879947250708938,-39.39044824409268
50,25,raw,4,random_best,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,4,model_route,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,4,model_learned,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,8,original_order,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,8,exact_fixed_orientation,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,8,exact_reversible,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,8,greedy_pair,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,8,random_mean,5.653147220611572,8.874298471026123,-56.97978709399466
50,25,raw,8,random_best,5.653147220611572,8.076283352449536,-42.863488907614595
50,25,raw,8,model_route,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,8,model_learned,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,12,original_order,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,12,exact_fixed_orientation,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,12,exact_reversible,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,12,greedy_pair,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,12,random_mean,5.653147220611572,10.844068470643833,-91.82356389209149
50,25,raw,12,random_best,5.653147220611572,9.766769152134657,-72.76693443476361
50,25,raw,12,model_route,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,raw,12,model_learned,5.653147220611572,5.653147192671895,4.94232259450016e-07
50,25,two_opt,4,original_order,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,4,exact_fixed_orientation,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,4,exact_reversible,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,4,greedy_pair,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,4,random_mean,5.6497650146484375,7.87656488083303,-39.41402625438497
50,25,two_opt,4,random_best,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,4,model_route,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,4,model_learned,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,8,original_order,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,8,exact_fixed_orientation,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,8,exact_reversible,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,8,greedy_pair,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,8,random_mean,5.6497650146484375,8.835737655870616,-56.39124163503691
50,25,two_opt,8,random_best,5.6497650146484375,8.022021705284715,-41.98859040129288
50,25,two_opt,8,model_route,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,8,model_learned,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,12,original_order,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,12,exact_fixed_orientation,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,12,exact_reversible,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,12,greedy_pair,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,12,random_mean,5.6497650146484375,10.812285469146445,-91.3758437937308
50,25,two_opt,12,random_best,5.6497650146484375,9.749045465141535,-72.55665394692844
50,25,two_opt,12,model_route,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,25,two_opt,12,model_learned,5.6497650146484375,5.649764822795987,3.395759821397223e-06
50,26,raw,4,original_order,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,raw,4,exact_fixed_orientation,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,raw,4,exact_reversible,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,raw,4,greedy_pair,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,raw,4,random_mean,5.5876030921936035,6.809140560217202,-21.86156475090721
50,26,raw,4,random_best,5.5876030921936035,6.197681240737438,-10.918423132025431
50,26,raw,4,model_route,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,raw,4,model_learned,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,raw,8,original_order,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,raw,8,exact_fixed_orientation,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,raw,8,exact_reversible,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,raw,8,greedy_pair,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,raw,8,random_mean,5.5876030921936035,8.091031065676361,-44.80325341970473
50,26,raw,8,random_best,5.5876030921936035,7.249403025954962,-29.740837105682147
50,26,raw,8,model_route,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,raw,8,model_learned,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,raw,12,original_order,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,raw,12,exact_fixed_orientation,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,raw,12,exact_reversible,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,raw,12,greedy_pair,5.5876030921936035,6.084234945476055,-8.888101840595874
50,26,raw,12,random_mean,5.5876030921936035,9.869744593277574,-76.63646523258812
50,26,raw,12,random_best,5.5876030921936035,7.7487379796803,-38.677315690264415
50,26,raw,12,model_route,5.5876030921936035,6.0828163251280785,-8.862713130543103
50,26,raw,12,model_learned,5.5876030921936035,5.80146249383688,-3.827390709659702
50,26,two_opt,4,original_order,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,two_opt,4,exact_fixed_orientation,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,two_opt,4,exact_reversible,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,two_opt,4,greedy_pair,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,two_opt,4,random_mean,5.5876030921936035,6.809140560217202,-21.86156475090721
50,26,two_opt,4,random_best,5.5876030921936035,6.197681240737438,-10.918423132025431
50,26,two_opt,4,model_route,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,two_opt,4,model_learned,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,two_opt,8,original_order,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,two_opt,8,exact_fixed_orientation,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,two_opt,8,exact_reversible,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,two_opt,8,greedy_pair,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,two_opt,8,random_mean,5.5876030921936035,8.091031065676361,-44.80325341970473
50,26,two_opt,8,random_best,5.5876030921936035,7.249403025954962,-29.740837105682147
50,26,two_opt,8,model_route,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,two_opt,8,model_learned,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,two_opt,12,original_order,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,two_opt,12,exact_fixed_orientation,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,two_opt,12,exact_reversible,5.5876030921936035,5.587602965533733,2.2668014899744863e-06
50,26,two_opt,12,greedy_pair,5.5876030921936035,6.084234945476055,-8.888101840595874
50,26,two_opt,12,random_mean,5.5876030921936035,9.869744593277574,-76.63646523258812
50,26,two_opt,12,random_best,5.5876030921936035,7.7487379796803,-38.677315690264415
50,26,two_opt,12,model_route,5.5876030921936035,6.0828163251280785,-8.862713130543103
50,26,two_opt,12,model_learned,5.5876030921936035,5.80146249383688,-3.827390709659702
50,27,raw,4,original_order,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,raw,4,exact_fixed_orientation,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,raw,4,exact_reversible,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,raw,4,greedy_pair,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,raw,4,random_mean,4.994051456451416,5.995090211275965,-20.044622358293626
50,27,raw,4,random_best,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,raw,4,model_route,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,raw,4,model_learned,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,raw,8,original_order,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,raw,8,exact_fixed_orientation,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,raw,8,exact_reversible,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,raw,8,greedy_pair,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,raw,8,random_mean,4.994051456451416,7.516043131239712,-50.49991368291443
50,27,raw,8,random_best,4.994051456451416,6.717979175038636,-34.51962266748804
50,27,raw,8,model_route,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,raw,8,model_learned,4.994051456451416,5.284868826158345,-5.823275395595794
50,27,raw,12,original_order,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,raw,12,exact_fixed_orientation,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,raw,12,exact_reversible,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,raw,12,greedy_pair,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,raw,12,random_mean,4.994051456451416,8.739668734837323,-75.00157559544654
50,27,raw,12,random_best,4.994051456451416,7.81241446454078,-56.43440065977986
50,27,raw,12,model_route,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,raw,12,model_learned,4.994051456451416,5.311347206123173,-6.353473776524033
50,27,two_opt,4,original_order,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,two_opt,4,exact_fixed_orientation,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,two_opt,4,exact_reversible,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,two_opt,4,greedy_pair,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,two_opt,4,random_mean,4.994051456451416,5.995090211275965,-20.044622358293626
50,27,two_opt,4,random_best,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,two_opt,4,model_route,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,two_opt,4,model_learned,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,two_opt,8,original_order,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,two_opt,8,exact_fixed_orientation,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,two_opt,8,exact_reversible,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,two_opt,8,greedy_pair,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,two_opt,8,random_mean,4.994051456451416,7.516043131239712,-50.49991368291443
50,27,two_opt,8,random_best,4.994051456451416,6.717979175038636,-34.51962266748804
50,27,two_opt,8,model_route,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,two_opt,8,model_learned,4.994051456451416,5.284868826158345,-5.823275395595794
50,27,two_opt,12,original_order,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,two_opt,12,exact_fixed_orientation,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,two_opt,12,exact_reversible,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,two_opt,12,greedy_pair,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,two_opt,12,random_mean,4.994051456451416,8.739668734837323,-75.00157559544654
50,27,two_opt,12,random_best,4.994051456451416,7.81241446454078,-56.43440065977986
50,27,two_opt,12,model_route,4.994051456451416,4.99405122268945,4.680808122761865e-06
50,27,two_opt,12,model_learned,4.994051456451416,5.311347206123173,-6.353473776524033
50,28,raw,4,original_order,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,4,exact_fixed_orientation,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,4,exact_reversible,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,4,greedy_pair,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,4,random_mean,5.587974548339844,7.516521533718333,-34.51245113404193
50,28,raw,4,random_best,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,4,model_route,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,4,model_learned,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,8,original_order,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,8,exact_fixed_orientation,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,8,exact_reversible,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,8,greedy_pair,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,8,random_mean,5.587974548339844,9.348360588774085,-67.29425855297482
50,28,raw,8,random_best,5.587974548339844,8.309083383530378,-48.695798659264845
50,28,raw,8,model_route,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,8,model_learned,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,12,original_order,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,12,exact_fixed_orientation,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,12,exact_reversible,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,12,greedy_pair,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,12,random_mean,5.587974548339844,11.774542472325265,-110.71217076003714
50,28,raw,12,random_best,5.587974548339844,10.327877152711153,-84.82326759665554
50,28,raw,12,model_route,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,raw,12,model_learned,5.587974548339844,6.8425223007798195,-22.450849437256203
50,28,two_opt,4,original_order,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,4,exact_fixed_orientation,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,4,exact_reversible,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,4,greedy_pair,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,4,random_mean,5.587974548339844,7.516521533718333,-34.51245113404193
50,28,two_opt,4,random_best,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,4,model_route,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,4,model_learned,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,8,original_order,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,8,exact_fixed_orientation,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,8,exact_reversible,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,8,greedy_pair,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,8,random_mean,5.587974548339844,9.348360588774085,-67.29425855297482
50,28,two_opt,8,random_best,5.587974548339844,8.309083383530378,-48.695798659264845
50,28,two_opt,8,model_route,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,8,model_learned,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,12,original_order,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,12,exact_fixed_orientation,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,12,exact_reversible,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,12,greedy_pair,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,12,random_mean,5.587974548339844,11.774542472325265,-110.71217076003714
50,28,two_opt,12,random_best,5.587974548339844,10.327877152711153,-84.82326759665554
50,28,two_opt,12,model_route,5.587974548339844,5.5879738964140415,1.1666585031682339e-05
50,28,two_opt,12,model_learned,5.587974548339844,6.8425223007798195,-22.450849437256203
50,29,raw,4,original_order,6.279366970062256,6.279366945847869,3.8561828055993313e-07
50,29,raw,4,exact_fixed_orientation,6.279366970062256,6.279366945847869,3.8561828055993313e-07
50,29,raw,4,exact_reversible,6.279366970062256,6.279366945847869,3.8561828055993313e-07
50,29,raw,4,greedy_pair,6.279366970062256,6.279366945847869,3.8561828055993313e-07
50,29,raw,4,random_mean,6.279366970062256,7.859814847353846,-25.16890452216907
50,29,raw,4,random_best,6.279366970062256,6.279366945847869,3.8561828055993313e-07
50,29,raw,4,model_route,6.279366970062256,7.948376996442676,-26.57927199250584
50,29,raw,4,model_learned,6.279366970062256,7.948376996442676,-26.57927199250584
50,29,raw,8,original_order,6.279366970062256,6.279366945847869,3.8561828055993313e-07
50,29,raw,8,exact_fixed_orientation,6.279366970062256,6.279366945847869,3.8561828055993313e-07
50,29,raw,8,exact_reversible,6.279366970062256,6.279366945847869,3.8561828055993313e-07
50,29,raw,8,greedy_pair,6.279366970062256,6.279366945847869,3.8561828055993313e-07
50,29,raw,8,random_mean,6.279366970062256,9.289225607644767,-47.932516954852694
50,29,raw,8,random_best,6.279366970062256,8.473041972145438,-34.934652052377714
50,29,raw,8,model_route,6.279366970062256,6.279366945847869,3.8561828055993313e-07
50,29,raw,8,model_learned,6.279366970062256,6.279366945847869,3.8561828055993313e-07
50,29,raw,12,original_order,6.279366970062256,6.279366945847869,3.8561828055993313e-07
50,29,raw,12,exact_fixed_orientation,6.279366970062256,6.279366945847869,3.8561828055993313e-07
50,29,raw,12,exact_reversible,6.279366970062256,6.279366945847869,3.8561828055993313e-07
50,29,raw,12,greedy_pair,6.279366970062256,6.279366945847869,3.8561828055993313e-07
50,29,raw,12,random_mean,6.279366970062256,11.600976884365082,-84.74755400782168
50,29,raw,12,random_best,6.279366970062256,10.09268950857222,-60.727817894550576
50,29,raw,12,model_route,6.279366970062256,6.279366945847869,3.8561828055993313e-07
50,29,raw,12,model_learned,6.279366970062256,6.279366945847869,3.8561828055993313e-07
50,29,two_opt,4,original_order,6.266478538513184,6.266478946432471,-6.5095457548373665e-06
50,29,two_opt,4,exact_fixed_orientation,6.266478538513184,6.266478946432471,-6.5095457548373665e-06
50,29,two_opt,4,exact_reversible,6.266478538513184,6.266478946432471,-6.5095457548373665e-06
50,29,two_opt,4,greedy_pair,6.266478538513184,6.266478946432471,-6.5095457548373665e-06
50,29,two_opt,4,random_mean,6.266478538513184,7.846926847938448,-25.22067696732669
50,29,two_opt,4,random_best,6.266478538513184,6.266478946432471,-6.5095457548373665e-06
50,29,two_opt,4,model_route,6.266478538513184,7.935488997027278,-26.633945177606755
50,29,two_opt,4,model_learned,6.266478538513184,7.935488997027278,-26.633945177606755
50,29,two_opt,8,original_order,6.266478538513184,6.266478946432471,-6.5095457548373665e-06
50,29,two_opt,8,exact_fixed_orientation,6.266478538513184,6.266478946432471,-6.5095457548373665e-06
50,29,two_opt,8,exact_reversible,6.266478538513184,6.266478946432471,-6.5095457548373665e-06
50,29,two_opt,8,greedy_pair,6.266478538513184,6.266478946432471,-6.5095457548373665e-06
50,29,two_opt,8,random_mean,6.266478538513184,9.282162352930754,-48.124058765755976
50,29,two_opt,8,random_best,6.266478538513184,8.471806203946471,-35.19245540983748
50,29,two_opt,8,model_route,6.266478538513184,6.266478946432471,-6.5095457548373665e-06
50,29,two_opt,8,model_learned,6.266478538513184,6.266478946432471,-6.5095457548373665e-06
50,29,two_opt,12,original_order,6.266478538513184,6.266478946432471,-6.5095457548373665e-06
50,29,two_opt,12,exact_fixed_orientation,6.266478538513184,6.266478946432471,-6.5095457548373665e-06
50,29,two_opt,12,exact_reversible,6.266478538513184,6.266478946432471,-6.5095457548373665e-06
50,29,two_opt,12,greedy_pair,6.266478538513184,6.266478946432471,-6.5095457548373665e-06
50,29,two_opt,12,random_mean,6.266478538513184,11.588088884949684,-84.9218634314374
50,29,two_opt,12,random_best,6.266478538513184,10.079801509156823,-60.85272529391616
50,29,two_opt,12,model_route,6.266478538513184,6.266478946432471,-6.5095457548373665e-06
50,29,two_opt,12,model_learned,6.266478538513184,6.266478946432471,-6.5095457548373665e-06
50,30,raw,4,original_order,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,raw,4,exact_fixed_orientation,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,raw,4,exact_reversible,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,raw,4,greedy_pair,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,raw,4,random_mean,5.65067720413208,6.678262106375769,-18.1851637444847
50,30,raw,4,random_best,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,raw,4,model_route,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,raw,4,model_learned,5.65067720413208,6.732498035999015,-19.144976660069155
50,30,raw,8,original_order,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,raw,8,exact_fixed_orientation,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,raw,8,exact_reversible,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,raw,8,greedy_pair,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,raw,8,random_mean,5.65067720413208,8.847747525433078,-56.578533966922194
50,30,raw,8,random_best,5.65067720413208,7.241156664909795,-28.14670531196987
50,30,raw,8,model_route,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,raw,8,model_learned,5.65067720413208,8.086896241875365,-43.11375344466307
50,30,raw,12,original_order,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,raw,12,exact_fixed_orientation,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,raw,12,exact_reversible,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,raw,12,greedy_pair,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,raw,12,random_mean,5.65067720413208,10.724658490391448,-89.79421586051667
50,30,raw,12,random_best,5.65067720413208,9.946448319824412,-76.02223522078084
50,30,raw,12,model_route,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,raw,12,model_learned,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,two_opt,4,original_order,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,two_opt,4,exact_fixed_orientation,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,two_opt,4,exact_reversible,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,two_opt,4,greedy_pair,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,two_opt,4,random_mean,5.65067720413208,6.678262106375769,-18.1851637444847
50,30,two_opt,4,random_best,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,two_opt,4,model_route,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,two_opt,4,model_learned,5.65067720413208,6.732498035999015,-19.144976660069155
50,30,two_opt,8,original_order,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,two_opt,8,exact_fixed_orientation,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,two_opt,8,exact_reversible,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,two_opt,8,greedy_pair,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,two_opt,8,random_mean,5.65067720413208,8.847747525433078,-56.578533966922194
50,30,two_opt,8,random_best,5.65067720413208,7.241156664909795,-28.14670531196987
50,30,two_opt,8,model_route,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,two_opt,8,model_learned,5.65067720413208,8.086896241875365,-43.11375344466307
50,30,two_opt,12,original_order,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,two_opt,12,exact_fixed_orientation,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,two_opt,12,exact_reversible,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,two_opt,12,greedy_pair,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,two_opt,12,random_mean,5.65067720413208,10.724658490391448,-89.79421586051667
50,30,two_opt,12,random_best,5.65067720413208,9.946448319824412,-76.02223522078084
50,30,two_opt,12,model_route,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,30,two_opt,12,model_learned,5.65067720413208,5.65067704138346,2.8801613334954666e-06
50,31,raw,4,original_order,5.9635329246521,5.963533205911517,-4.716322037415139e-06
50,31,raw,4,exact_fixed_orientation,5.9635329246521,5.963533205911517,-4.716322037415139e-06
50,31,raw,4,exact_reversible,5.9635329246521,5.963533205911517,-4.716322037415139e-06
50,31,raw,4,greedy_pair,5.9635329246521,5.963533205911517,-4.716322037415139e-06
50,31,raw,4,random_mean,5.9635329246521,7.379732895642519,-23.747667513264172
50,31,raw,4,random_best,5.9635329246521,6.4142640475183725,-7.558122484794827
50,31,raw,4,model_route,5.9635329246521,5.963533205911517,-4.716322037415139e-06
50,31,raw,4,model_learned,5.9635329246521,7.890645237639546,-32.314943798182696
50,31,raw,8,original_order,5.9635329246521,5.963533205911517,-4.716322037415139e-06
50,31,raw,8,exact_fixed_orientation,5.9635329246521,5.963533205911517,-4.716322037415139e-06
